Average of ad_price,mileage
1999000.00,158056
530000.00,158078
2990000.00,158088
1696158.00,158100
16499000.00,158112
2190000.00,158120
2499999.00,158122
2180000.00,158128
2499000.00,158134
6790000.00,158147
550000.00,158153
1599000.00,158185
1999999.00,158198
249000.00,158199
2349000.00,158200
335000.00,158248
1642285.57,158300
2250000.00,158324
5100000.00,158326
1599000.00,158331
60000.00,158368
2800000.00,158386
579999.50,158400
2480000.00,158411
950000.00,158429
2199000.00,158436
1449000.00,158453
5390000.00,158469
3890000.00,158477
949000.00,158496
1647052.50,158500
1690000.00,158576
1549000.00,158585
1599999.00,158588
1599999.00,158591
1100000.00,158600
1990000.00,158630
549000.00,158634
999999.00,158681
450000.00,158687
2690000.00,158695
2190000.00,158700
1249900.00,158704
2799900.00,158733
1190000.00,158760
2299000.00,158763
4975000.00,158765
389000.00,158772
1740000.00,158785
4100000.00,158800
6000000.00,158820
2199000.00,158900
3299000.00,158956
2190000.00,158969
9499000.00,158971
9499000.00,158993
2274716.83,159000
550000.00,159040
1990000.00,159046
85000.00,159047
2290000.00,159075
2749000.00,159084
2599000.00,159100
5150000.00,159116
5190000.00,159140
1999000.00,159141
1599000.00,159182
2490000.00,159185
1999000.00,159195
1999999.00,159200
1690000.00,159210
1250000.00,159266
2799000.00,159300
5190000.00,159312
1990000.00,159397
8390000.00,159400
599000.00,159404
5990000.00,159420
2190000.00,159433
4099000.00,159450
2790000.00,159454
979000.00,159456
1290000.00,159479
7599000.00,159500
2600000.00,159510
2599000.00,159520
169999.00,159531
1589000.00,159552
7240000.00,159553
1790000.00,159579
1999000.00,159585
2490000.00,159592
1290000.00,159595
923000.00,159600
2890000.00,159625
1590000.00,159650
2800000.00,159651
1990000.00,159670
2050000.00,159672
2890000.00,159674
2090000.00,159696
6290000.00,159715
2190000.00,159725
1898000.00,159738
2800000.00,159754
2649000.00,159762
1550000.00,159783
3599000.00,159790
1545999.33,159800
10990000.00,159809
2489000.00,159810
949000.00,159813
2550000.00,159814
2590000.00,159835
200000.00,159842
2799000.00,159865
2570000.00,159870
5349500.00,159872
2998000.00,159876
2249999.00,159879
2800000.00,159880
2942249.75,159900
120000.00,159912
2849999.00,159920
2499000.00,159930
2898000.00,159940
9990000.00,159960
1190000.00,159968
1590000.00,159990
2015458.85,160000
2299000.00,160044
1970000.00,160050
2899000.00,160053
390000.00,160055
1699990.00,160068
949900.00,160095
1051333.33,160100
1929000.00,160130
2590000.00,160139
9500000.00,160180
1990000.00,160182
1990600.00,160207
1980000.00,160214
199000.00,160260
1288000.00,160297
1949000.00,160300
1490000.00,160305
5300000.00,160325
1449000.00,160326
2862666.67,160400
2190000.00,160446
1999000.00,160448
949000.00,160476
1439499.83,160500
1399999.00,160515
568000.00,160518
3690000.00,160521
799999.00,160550
1990000.00,160612
7990000.00,160650
1699000.00,160670
3026333.33,160700
1990000.00,160717
1290000.00,160728
1990000.00,160740
8395000.00,160801
590000.00,160820
1599000.00,160900
2600000.00,160901
5249000.00,160907
2280000.00,160920
2979000.00,160974
1697000.00,160990
2249232.58,161000
2089000.00,161005
2970000.00,161034
1459000.00,161060
4999999.00,161078
599000.00,161087
2288000.00,161100
399000.00,161121
6690000.00,161146
1599000.00,161159
1599000.00,161210
2180000.00,161214
379000.00,161230
2080000.00,161233
9250000.00,161270
2219500.00,161300
145000.00,161306
200000.00,161320
2499000.00,161321
599000.00,161343
599000.00,161345
1490000.00,161346
5290000.00,161371
1762666.67,161400
2795000.00,161407
2250000.00,161415
5500000.00,161423
1688000.00,161440
8995000.00,161481
2943203.67,161500
150000.00,161539
2490000.00,161552
590000.00,161559
1490000.00,161561
2290000.00,161578
1968500.00,161600
8260000.00,161698
1599000.00,161700
2800000.00,161711
2499000.00,161784
2799000.00,161804
2990000.00,161875
110000.00,161879
1139995.00,161900
1990000.00,161914
2022666.67,161929
1620000.00,161975
2447567.68,162000
1599000.00,162018
2990000.00,162026
2299000.00,162027
2999000.00,162085
1840000.00,162087
1297000.00,162096
8500000.00,162098
2145000.00,162100
2599999.00,162107
155000.00,162122
1599000.00,162140
2849999.00,162150
1699000.00,162155
1999000.00,162157
4999999.00,162165
599000.00,162200
3899000.00,162201
1599000.00,162215
2590000.00,162232
2098000.00,162234
1295000.00,162244
1549000.00,162260
1399999.00,162264
1590000.00,162270
9290000.00,162276
1599000.00,162297
995000.00,162300
1899000.00,162348
2989000.00,162354
2850000.00,162358
980000.00,162368
2090000.00,162390
1590000.00,162392
1399000.00,162403
2499999.00,162431
4534000.00,162450
370000.00,162480
1999000.00,162490
570000.00,162500
1250000.00,162514
1690000.00,162535
2499000.00,162563
150000.00,162570
549000.00,162675
3924000.00,162700
590000.00,162702
2198000.00,162712
1899000.00,162717
1290000.00,162742
88000.00,162748
3199999.00,162750
1390000.00,162751
890000.00,162769
1498000.00,162777
1990000.00,162788
2799000.00,162790
2750000.00,162799
1782663.33,162800
1999990.00,162813
1269000.00,162831
4990000.00,162854
2749999.00,162870
3299900.00,162916
1269000.00,162920
1588000.00,162930
599000.00,162939
145000.00,162973
9200000.00,162980
2347239.38,163000
9390000.00,163036
2090000.00,163038
2500000.00,163048
50000.00,163050
2899000.00,163079
2260000.00,163088
2090000.00,163094
380000.00,163102
2493388.50,163106
2490000.00,163114
2390000.00,163121
3990000.00,163132
1490000.00,163155
2599000.00,163170
2199000.00,163182
360000.00,163185
2499000.00,163200
1599000.00,163247
8299000.00,163251
1299500.00,163300
1082500.00,163308
8299000.00,163353
987000.00,163376
1280000.00,163385
2400000.00,163394
5135000.00,163400
3985000.00,163409
4290000.00,163417
2299000.00,163437
1443000.00,163500
2599000.00,163530
2500000.00,163600
3099000.00,163633
940000.00,163648
6590000.00,163671
2384000.00,163700
5190000.00,163711
2197000.00,163723
1995000.00,163731
2595000.00,163786
344000.00,163800
950000.00,163822
1589000.00,163823
3950000.00,163831
2339500.00,163832
2589000.00,163851
1890000.00,163887
590000.00,163905
189000.00,163940
2799000.00,163961
4990000.00,163976
3490000.00,163979
2068192.43,164000
2190000.00,164001
1999000.00,164049
106000.00,164074
200000.00,164090
130000.00,164093
110000.00,164104
1480000.00,164112
4190000.00,164113
1569000.00,164120
1549000.00,164140
2790000.00,164143
498000.00,164155
720000.00,164163
1899000.00,164166
1899999.00,164170
2199000.00,164180
9900000.00,164191
1864333.33,164200
2499000.00,164222
1440000.00,164239
2950000.00,164246
1599000.00,164254
1190000.00,164292
218000.00,164300
1295000.00,164302
4180000.00,164306
1280000.00,164390
3999999.00,164393
2409749.75,164400
11949000.00,164420
2490000.00,164433
1550000.00,164437
1149000.00,164469
1580000.00,164481
2217500.00,164500
2500000.00,164583
10499000.00,164588
188000.00,164600
1680000.00,164612
2198000.00,164618
599000.00,164660
1259000.00,164698
1490000.00,164707
1349499.50,164752
1579000.00,164785
1675000.00,164800
899999.00,164826
1280000.00,164835
599000.00,164842
1480000.00,164845
1550000.00,164850
1899000.00,164855
1598000.00,164890
1599000.00,164918
219000.00,164935
140000.00,164949
1990000.00,164979
170000.00,164985
2318655.49,165000
100000.00,165017
2790000.00,165020
2295000.00,165045
540000.00,165057
1990000.00,165063
4199500.00,165100
5995000.00,165104
1498000.00,165119
2790000.00,165121
1749000.00,165124
2599000.00,165130
1549999.00,165142
1279000.00,165170
2499000.00,165180
2024000.00,165200
2290000.00,165228
3473499.50,165234
1690000.00,165255
8799000.00,165264
2500000.00,165290
2189000.00,165300
70000.00,165325
320000.00,165328
1069500.00,165336
2790000.00,165394
5290000.00,165395
1974500.00,165400
1997000.00,165403
549000.00,165416
2849000.00,165420
1999000.00,165429
795000.00,165456
599000.00,165461
950000.00,165467
10000000.00,165473
2060000.00,165497
2445799.80,165500
7990000.00,165525
987000.00,165540
1900000.00,165541
5190000.00,165600
7990000.00,165642
385000.00,165645
1725000.00,165664
1290000.00,165667
3298000.00,165700
2199000.00,165703
1579000.00,165711
1279000.00,165720
2899000.00,165767
4990000.00,165769
369000.00,165781
1599000.00,165786
2099000.00,165789
2900000.00,165800
530000.00,165848
4189000.00,165850
980000.00,165877
3999999.00,165878
125000.00,165890
2599000.00,165912
1894500.00,165968
1957500.00,165980
1899000.00,165995
2456173.76,166000
160000.00,166001
2299000.00,166051
960000.00,166059
5190000.00,166068
2990000.00,166083
1280000.00,166085
1590000.00,166100
2849999.00,166107
5290000.00,166120
2890000.00,166140
1069800.00,166200
1442500.00,166215
1570000.00,166229
799000.00,166230
1470000.00,166231
8600000.00,166232
1559500.00,166250
1899000.00,166251
2490000.00,166253
3494500.00,166286
2149000.00,166334
2259000.00,166394
150000.00,166400
4999000.00,166452
9990000.00,166457
949000.00,166474
1580000.00,166487
2990000.00,166495
999000.00,166498
2899833.17,166500
150000.00,166517
1900000.00,166528
2190000.00,166543
2904999.75,166600
1549000.00,166605
580000.00,166614
1290000.00,166650
1590000.00,166666
165000.00,166685
4990000.00,166687
1295000.00,166700
11499000.00,166728
2500000.00,166750
1490000.00,166788
200000.00,166832
180000.00,166845
2585000.00,166870
1549000.00,166886
2990000.00,166900
2799000.00,166938
80000.00,166946
1899000.00,166962
770000.00,166978
169000.00,166981
1874558.03,167000
2629000.00,167011
9200000.00,167022
199000.00,167054
1260000.00,167079
4000000.00,167092
2159749.75,167100
1998000.00,167123
1690000.00,167125
4999999.00,167140
1980000.00,167155
2750000.00,167166
2980000.00,167187
1615400.00,167200
3634499.50,167228
1150000.00,167244
4470000.00,167255
2299000.00,167296
1899000.00,167300
8950000.00,167303
1547000.00,167314
1999999.00,167317
100000.00,167320
1399990.00,167325
1590000.00,167340
2870000.00,167346
2499999.00,167347
1690000.00,167383
4995000.00,167392
2000000.00,167397
2828999.67,167400
5190000.00,167429
1899000.00,167452
4990000.00,167465
5080000.00,167474
8690000.00,167477
1599999.00,167482
2773625.00,167500
2990000.00,167510
980000.00,167522
2420000.00,167546
130000.00,167548
3990000.00,167588
99000.00,167610
2290000.00,167648
2000000.00,167665
1450000.00,167719
2099000.00,167727
1590000.00,167773
4995000.00,167782
2100000.00,167798
6980000.00,167894
120000.00,167895
1191333.00,167900
2180000.00,167920
1680000.00,167948
2739000.00,167975
399000.00,167979
2044384.05,168000
1929000.00,168029
2390000.00,168044
799999.00,168077
150000.00,168086
1399990.00,168090
1444999.50,168100
1940000.00,168123
1600000.00,168138
2190000.00,168141
2550000.00,168170
2090000.00,168171
2490000.00,168172
2294500.00,168188
1636500.00,168200
550000.00,168220
2495000.00,168231
2749000.00,168243
2900000.00,168248
180000.00,168250
2849000.00,168272
1440000.00,168277
1994500.00,168280
1949000.00,168300
599000.00,168330
1275000.00,168350
1149000.00,168363
1899000.00,168393
1599999.00,168400
1697000.00,168413
1410000.00,168420
535000.00,168424
1995000.00,168453
1399000.00,168495
1507499.75,168500
2790000.00,168543
2890000.00,168544
1990000.00,168547
98000.00,168591
2114000.00,168600
2290000.00,168604
5150000.00,168612
1430000.00,168629
1990000.00,168634
389000.00,168640
149000.00,168647
1899000.00,168650
950000.00,168656
380000.00,168678
1690000.00,168683
1290000.00,168690
7975000.00,168756
1899999.00,168762
2599000.00,168800
2599000.00,168801
2494999.50,168867
2857249.75,168900
1999000.00,168908
150000.00,168910
395000.00,168927
100000.00,168929
2507267.04,169000
1289000.00,169040
5299999.00,169062
2190000.00,169064
1690000.00,169100
1500000.00,169107
2099000.00,169111
2799000.00,169112
1999000.00,169130
970000.00,169138
1487000.00,169139
499000.00,169150
1990000.00,169175
949000.00,169206
525000.00,169216
1899999.00,169220
2217000.00,169221
4990000.00,169251
1899000.00,169280
5629500.00,169300
2899000.00,169321
4999000.00,169400
1950000.00,169444
199000.00,169455
2199000.00,169457
2190000.00,169482
1890000.00,169486
100000.00,169493
2573461.38,169500
2099000.00,169514
2399000.00,169530
2490000.00,169535
2990000.00,169542
1590000.00,169548
2099000.00,169552
1490000.00,169553
390000.00,169587
756000.00,169600
2499000.00,169632
599000.00,169645
4999999.00,169647
160000.00,169659
1570000.00,169684
590000.00,169700
2790000.00,169704
2099000.00,169714
2249000.00,169741
1400000.00,169742
2090000.00,169752
1729999.67,169756
8549000.00,169760
4124500.00,169800
1690000.00,169810
1100000.00,169820
990000.00,169826
1899000.00,169850
1599000.00,169894
499000.00,169896
2990000.00,169900
2490000.00,169901
8990000.00,169947
1075000.00,169980
8699000.00,169984
1899000.00,169985
3599499.50,169999
1638123.05,170000
2090000.00,170009
500000.00,170013
950000.00,170078
199000.00,170100
1250000.00,170107
2099000.00,170140
10999000.00,170143
6990000.00,170150
590000.00,170151
2250000.00,170155
1447500.00,170200
1899000.00,170210
1900000.00,170224
1099000.00,170226
4155000.00,170227
744000.00,170235
1599000.00,170275
2049000.00,170285
1585000.00,170300
1299000.00,170306
1899000.00,170321
9990000.00,170332
4200000.00,170335
980000.00,170340
1290000.00,170380
1290000.00,170400
2100000.00,170408
2750000.00,170425
8600000.00,170426
2044000.00,170462
1599000.00,170466
2422271.43,170500
5299000.00,170517
380000.00,170520
5099000.00,170521
13700000.00,170526
1989898.00,170555
196000.00,170556
410000.00,170577
1250000.00,170596
1529000.00,170613
2490000.00,170627
1990000.00,170645
2190000.00,170655
399000.00,170656
2190000.00,170670
540000.00,170691
5099000.00,170697
1399000.00,170700
980000.00,170743
1090000.00,170778
2750000.00,170800
799999.00,170813
1698888.00,170814
1590000.00,170899
2099000.00,170900
1250000.00,170975
585000.00,170986
2139247.26,171000
699999.00,171040
2799000.00,171114
13500000.00,171136
2499000.00,171144
1990000.00,171147
1995000.00,171154
1490000.00,171158
1899000.00,171172
599000.00,171180
2599000.00,171191
2490000.00,171194
1895000.00,171200
2990000.00,171210
549999.00,171212
199000.00,171218
979797.00,171225
4999000.00,171232
2180000.00,171233
1280000.00,171238
369000.00,171245
590000.00,171272
3490000.00,171275
2990000.00,171277
2499000.00,171282
1419500.00,171300
5070000.00,171330
5049999.00,171345
2599000.00,171346
1599000.00,171407
1450000.00,171474
399000.00,171480
2248000.00,171491
1693333.00,171500
2099000.00,171560
2199000.00,171574
1690000.00,171591
199000.00,171636
8499000.00,171650
2789999.00,171659
3148000.00,171675
1450000.00,171700
7790000.00,171713
2590000.00,171742
2222222.00,171753
2500000.00,171754
1449000.00,171762
100000.00,171770
2190000.00,171784
1149000.00,171817
2500000.00,171834
99000.00,171837
2499999.00,171866
2950000.00,171867
1490000.00,171892
1449000.00,171895
1326500.00,171900
950000.00,171946
1617886.23,172000
1990000.00,172005
1550000.00,172007
2500000.00,172010
3390000.00,172019
5199000.00,172051
2800000.00,172052
1290000.00,172106
2590000.00,172126
2100000.00,172132
375000.00,172167
900000.00,172196
1250000.00,172231
175000.00,172248
390000.00,172290
1099999.50,172300
1490000.00,172333
2989000.00,172341
1498777.00,172361
1594999.50,172400
1980000.00,172401
2900000.00,172410
10800000.00,172412
1449000.00,172443
2899000.00,172450
5389000.00,172451
2289000.00,172477
1269000.00,172484
1720000.00,172489
1279000.00,172490
1636000.00,172500
1590000.00,172501
1900000.00,172519
2490000.00,172532
370000.00,172555
550000.00,172561
2099000.00,172564
1260000.00,172590
549000.00,172625
2399000.00,172650
1899500.00,172700
1295000.00,172713
1470000.00,172720
590000.00,172728
1599000.00,172741
950000.00,172750
2799000.00,172800
1489000.00,172836
1899000.00,172850
1490000.00,172852
109000.00,172861
2590000.00,172862
1599999.00,172899
2499000.00,172912
197000.00,172913
1180000.00,172988
2164619.02,173000
2199000.00,173005
1999000.00,173093
1399000.00,173095
2590000.00,173134
2250000.00,173150
1399999.00,173152
2590000.00,173174
2990000.00,173176
1599000.00,173184
970000.00,173192
150000.00,173197
2634500.00,173200
2850000.00,173210
2549000.00,173269
2990000.00,173276
1899000.00,173280
5985000.00,173300
2499000.00,173301
2088888.00,173311
1449000.00,173317
2824500.00,173329
549000.00,173337
2297000.00,173341
899000.00,173349
1490000.00,173356
2999000.00,173370
2099000.00,173394
1295000.00,173425
1999000.00,173430
11990000.00,173435
7144500.00,173450
990000.00,173453
179999.00,173462
1923600.00,173500
2760000.00,173515
1580000.00,173527
2289000.00,173529
1445000.00,173531
4999999.00,173596
2899000.00,173600
2999000.00,173626
10490000.00,173646
719000.00,173661
585000.00,173753
2749000.00,173756
1950000.00,173766
1590000.00,173772
1898999.00,173783
4338000.00,173800
1690000.00,173844
2337000.00,173850
4999000.00,173871
2360000.00,173900
1439000.00,173928
1698000.00,173950
199000.00,173960
2724391.00,174000
1449000.00,174060
1470000.00,174099
1599000.00,174100
599000.00,174111
550000.00,174122
120000.00,174132
1990000.00,174133
2099000.00,174139
1489000.00,174181
2950000.00,174195
60000.00,174200
1600000.00,174210
2580000.00,174233
850000.00,174250
1999000.00,174254
1999000.00,174300
1995000.00,174316
1290000.00,174320
7799000.00,174323
1549000.00,174330
2049000.00,174367
2990000.00,174400
1470000.00,174416
599000.00,174419
1589000.00,174470
1549000.00,174481
199000.00,174490
2302800.00,174500
1590000.00,174501
1232000.00,174520
195000.00,174558
1999999.00,174569
541000.00,174581
2899000.00,174587
2499000.00,174597
1195000.00,174600
2070000.00,174650
2800000.00,174700
1949000.00,174727
595000.00,174737
8199000.00,174750
549000.00,174762
140000.00,174847
2209500.00,174900
5950000.00,174909
360000.00,174913
1899000.00,174929
2350606.69,175000
1450000.00,175031
525000.00,175043
1550000.00,175045
2600000.00,175080
1899000.00,175099
1478000.00,175123
2600000.00,175169
3890000.00,175200
1550000.00,175216
7890000.00,175221
390000.00,175236
340000.00,175241
2390000.00,175242
1599000.00,175251
5199000.00,175265
1990000.00,175273
195000.00,175280
1435000.00,175300
75000.00,175320
1699000.00,175325
180000.00,175330
2250000.00,175360
2499000.00,175391
1512333.33,175400
555000.00,175425
2799000.00,175433
1290000.00,175450
2599000.00,175467
899666.67,175500
1995000.00,175509
1545000.00,175542
1990000.00,175546
2549000.00,175553
570000.00,175555
2180000.00,175596
1482500.00,175600
1999000.00,175608
1690000.00,175615
539000.00,175629
2919500.00,175650
3999999.00,175661
1999000.00,175667
950000.00,175700
2490000.00,175719
2899999.00,175762
1599999.00,175786
1480000.00,175807
590000.00,175824
1650000.00,175832
1990000.00,175862
530000.00,175869
1290000.00,175874
399000.00,175892
984500.00,175900
2790000.00,175919
2499999.00,175958
155000.00,175959
1864318.83,176000
599000.00,176004
1550000.00,176023
1450000.00,176055
2733999.50,176100
2220000.00,176102
4393000.00,176200
2549000.00,176204
1498777.00,176241
2430000.00,176300
1599999.00,176316
2190000.00,176321
2500000.00,176322
2190000.00,176340
2799000.00,176352
110000.00,176354
2287000.00,176400
800000.00,176437
1999990.00,176443
2749000.00,176455
590000.00,176466
2250000.00,176470
2500000.00,176496
3618500.00,176500
2149499.50,176540
1950000.00,176543
2590000.00,176550
1100000.00,176581
1899000.00,176589
550000.00,176590
463333.33,176600
550000.00,176694
1378000.00,176700
1250000.00,176731
2990000.00,176739
168000.00,176787
2150000.00,176788
289999.33,176800
1989999.00,176825
10999000.00,176835
2790000.00,176850
1999000.00,176852
1550000.00,176862
1280000.00,176864
2099000.00,176871
580000.00,176947
199000.00,176958
549000.00,176993
579000.00,176996
2467281.63,177000
1588000.00,177010
550000.00,177045
1485000.00,177070
2099000.00,177087
1990000.00,177100
8500000.00,177127
2799999.00,177140
510000.00,177150
4990000.00,177206
4999000.00,177221
1497000.00,177229
1690000.00,177248
1289000.00,177252
1450000.00,177255
2199000.00,177256
139000.00,177262
6075000.00,177300
2480000.00,177305
980000.00,177324
2599999.00,177331
550000.00,177344
4995000.00,177345
1940000.00,177348
2790000.00,177350
1690000.00,177367
1589000.00,177393
2359750.00,177400
1529000.00,177410
9200000.00,177433
1599000.00,177435
2265000.00,177500
2849000.00,177517
1490000.00,177530
1949000.00,177533
1690000.00,177547
2895000.00,177563
7995000.00,177564
2799999.00,177567
799000.00,177590
2355925.67,177600
1299000.00,177650
2990000.00,177654
1283000.00,177666
1682999.33,177700
799000.00,177733
1899000.00,177736
824500.00,177777
1595392.33,177800
2649000.00,177811
1260000.00,177840
1490000.00,177899
1549000.00,177910
8999000.00,177941
2055698.80,178000
170000.00,178009
999999.00,178018
120000.00,178022
2590000.00,178099
1999999.00,178100
1449000.00,178103
799500.00,178118
549000.00,178125
199000.00,178153
150000.00,178200
1949000.00,178215
950000.00,178223
1690000.00,178257
575000.00,178263
549000.00,178300
799000.00,178311
590000.00,178316
719000.00,178320
2790000.00,178351
1899000.00,178387
2250000.00,178406
2799000.00,178418
1490000.00,178423
2290000.00,178446
588000.00,178447
1449000.00,178467
1590000.00,178484
3042249.75,178500
3739000.00,178510
60000.00,178535
1480000.00,178547
459000.00,178567
580000.00,178583
949999.00,178593
1649000.00,178598
179000.00,178600
2550000.00,178615
1549000.00,178621
1999998.00,178624
5780000.00,178630
130000.00,178635
1690000.00,178642
1990000.00,178660
2260000.00,178695
7990000.00,178715
4990000.00,178719
535555.00,178748
1599000.00,178758
1010000.00,178800
5175799.60,178900
1290000.00,178903
185000.00,178912
1990000.00,178945
1400000.00,178995
2342549.95,179000
2490000.00,179022
1599000.00,179043
1999000.00,179048
1190000.00,179063
2590000.00,179066
9499000.00,179070
598000.00,179098
7640000.00,179100
2600000.00,179114
1450000.00,179120
1899000.00,179127
2399499.50,179136
1599000.00,179154
2222222.00,179163
180000.00,179175
824500.00,179180
1579000.00,179181
1524500.00,179200
2899000.00,179211
1899000.00,179220
1280000.00,179231
4990000.00,179277
2840000.00,179285
754500.00,179300
3690000.00,179306
2290000.00,179321
2990000.00,179326
2099000.00,179330
1490000.00,179343
169999.00,179345
4990000.00,179378
1290000.00,179400
199000.00,179461
1753200.00,179500
2799000.00,179526
975000.00,179550
6690000.00,179590
3210000.00,179600
2499000.00,179665
1588000.00,179685
1799000.00,179700
1898000.00,179701
130000.00,179745
2199000.00,179748
2590000.00,179770
970000.00,179780
975750.00,179800
1998000.00,179813
1399999.00,179824
2197777.00,179863
2950000.00,179870
2169500.00,179890
1537380.00,179900
2775000.00,179943
1749000.00,179950
949999.00,179997
1513397.58,180000
1599000.00,180009
3790000.00,180045
1465666.67,180100
1999000.00,180116
78000.00,180120
1399999.00,180123
180000.00,180125
1999000.00,180137
130000.00,180180
2769000.00,180181
4998000.00,180188
5099000.00,180200
2570000.00,180210
2599000.00,180215
2495000.00,180234
180000.00,180254
2990000.00,180256
549000.00,180290
529000.00,180300
8999999.00,180341
2090000.00,180346
1690000.00,180351
950000.00,180368
1757500.00,180400
1599000.00,180436
3999999.00,180458
1630166.67,180500
1590000.00,180509
199000.00,180532
4100000.00,180598
1419216.67,180600
4149000.00,180624
1579000.00,180696
2498000.00,180701
360000.00,180727
5699999.00,180729
1599000.00,180754
155000.00,180789
1919500.00,180800
950000.00,180825
2799999.00,180849
50000.00,180854
1590000.00,180860
1390000.00,180888
802500.00,180900
2298000.00,180905
150000.00,180972
1480000.00,180985
1872332.97,181000
599000.00,181020
1990000.00,181025
1497000.00,181084
1999000.00,181119
1580000.00,181130
2599000.00,181135
9899999.00,181140
2390000.00,181164
595000.00,181169
5199999.00,181195
4310000.00,181200
599000.00,181230
5990000.00,181232
1250000.00,181235
1990000.00,181247
2149999.00,181249
1545000.00,181253
2890000.00,181254
1250000.00,181256
1899999.00,181258
2298000.00,181300
850000.00,181310
1999000.00,181336
150000.00,181383
595000.00,181400
2750000.00,181458
189999.00,181463
2590000.00,181477
2822000.00,181485
1535999.83,181500
1289000.00,181522
1049949.50,181543
1250000.00,181562
5390000.00,181572
1690000.00,181591
380000.00,181600
5290000.00,181615
4100000.00,181621
2990000.00,181629
1599000.00,181671
949999.00,181700
1449000.00,181730
1945000.00,181750
1999000.00,181760
2499000.00,181775
3390000.00,181782
1749999.00,181790
1899000.00,181800
2199999.00,181808
1100000.00,181838
799000.00,181842
580000.00,181900
5199000.00,181904
2498000.00,181923
2499000.00,181984
1962325.81,182000
1399999.00,182008
2490000.00,182030
3798000.00,182074
5199000.00,182108
1490000.00,182131
1980000.00,182160
529000.00,182166
1290000.00,182203
580000.00,182205
199000.00,182246
2750000.00,182250
1399900.00,182253
1590000.00,182258
1899000.00,182259
599000.00,182296
1430000.00,182300
3650000.00,182314
823500.00,182340
949900.00,182376
1750000.00,182380
170000.00,182381
1813000.00,182400
150000.00,182441
1699000.00,182445
2480000.00,182449
550000.00,182452
2190000.00,182459
2985000.00,182462
1490000.00,182482
2980000.00,182491
4664750.00,182500
2499000.00,182510
1744500.00,182517
4100000.00,182519
2190000.00,182538
6900000.00,182563
2799000.00,182596
1449000.00,182600
899999.00,182622
149000.00,182650
1650000.00,182679
2065999.67,182700
129000.00,182729
1384000.00,182800
2149000.00,182836
2590000.00,182900
2249000.00,182920
2090000.00,182935
1969000.00,182938
950000.00,182970
2290000.00,182985
1496000.00,182986
2160290.29,183000
2199999.00,183005
1600000.00,183011
1599000.00,183041
1590000.00,183073
2780000.00,183100
2899000.00,183122
1399999.00,183130
199999.00,183140
1897499.50,183200
2099000.00,183252
975000.00,183300
2199000.00,183376
2990000.00,183394
3390000.00,183410
1490000.00,183440
5078730.00,183441
1690000.00,183442
1549499.50,183450
2149000.00,183457
1549000.00,183464
1250000.00,183478
1989000.00,183497
1357250.00,183500
1990000.00,183517
550000.00,183520
1450000.00,183545
117499.50,183568
2899999.00,183581
1490000.00,183600
1699000.00,183620
1400000.00,183700
2490000.00,183703
599000.00,183766
599000.00,183776
2115000.00,183800
2199000.00,183844
1690000.00,183850
590000.00,183853
199000.00,183860
80000.00,183871
1590000.00,183878
5449000.00,183880
1920000.00,183890
1499000.00,183892
200000.00,183903
1999000.00,183940
2590000.00,183943
2186449.98,184000
1920000.00,184039
550000.00,184056
5145000.00,184057
949000.00,184091
1599999.00,184140
1790000.00,184198
2024999.67,184200
1990000.00,184205
1250000.00,184213
7999000.00,184233
469000.00,184250
949000.00,184256
2050000.00,184267
1378000.00,184300
535000.00,184323
2187777.00,184341
2550000.00,184365
1590000.00,184366
2599000.00,184375
1470000.00,184400
1444444.00,184407
2499000.00,184426
5390000.00,184466
2979000.00,184497
1121250.00,184500
1580000.00,184506
365000.00,184535
170000.00,184567
599000.00,184600
1899000.00,184678
1290000.00,184679
2299000.00,184714
2890000.00,184729
1999000.00,184732
1899000.00,184787
4890000.00,184800
350000.00,184820
2790000.00,184840
1999000.00,184897
1298000.00,184929
1719000.00,184947
2214709.93,185000
1599000.00,185011
65000.00,185039
1549000.00,185046
369000.00,185082
5890000.00,185100
1999000.00,185133
2180000.00,185150
1450000.00,185200
359000.00,185205
1599999.00,185210
950000.00,185212
1280000.00,185260
2599000.00,185267
130000.00,185290
1120000.00,185300
2049000.00,185314
179000.00,185323
199999.00,185324
8299000.00,185350
1250000.00,185388
2525000.00,185400
1990000.00,185409
90000.00,185433
2199000.00,185445
199000.00,185456
2043333.33,185500
590000.00,185515
1487500.00,185523
1470000.00,185569
1690000.00,185572
3980000.00,185575
1158000.00,185600
1549000.00,185623
7999000.00,185658
1400000.00,185674
1270000.00,185682
2590000.00,185690
195000.00,185692
2199900.00,185697
1550000.00,185710
1990000.00,185719
120000.00,185745
6699500.00,185770
369000.00,185781
390000.00,185802
1290000.00,185805
165000.00,185842
2195000.00,185855
650000.00,185865
1548000.00,185896
179000.00,185900
13990000.00,185945
2045000.00,185949
2499000.00,185962
1500000.00,185964
1982910.37,186000
1890000.00,186005
1495000.00,186100
10280000.00,186102
98000.00,186103
2050000.00,186200
9990000.00,186214
2980000.00,186219
1990000.00,186235
1497777.00,186237
1650000.00,186241
2899000.00,186250
2797000.00,186266
5190000.00,186284
9999000.00,186285
1398247.50,186300
2199000.00,186330
2189000.00,186349
1290000.00,186350
3250000.00,186400
1100000.00,186420
2145000.00,186447
2797000.00,186454
1781785.57,186500
4999999.00,186525
150000.00,186530
1570000.00,186547
2090000.00,186560
3795000.00,186600
2499000.00,186666
1790000.00,186684
590000.00,186686
