Average of ad_price,mileage
2797000.00,186698
1799500.00,186700
599000.00,186703
2850000.00,186724
2747000.00,186732
549000.00,186758
170000.00,186762
8888888.00,186790
599000.00,186799
59999.00,186807
6490000.00,186863
2199000.00,186910
1999000.00,186914
220000.00,186966
550000.00,186984
1911627.31,187000
1499999.00,187003
2490000.00,187050
1690000.00,187070
1450000.00,187097
1550000.00,187100
590000.00,187115
170000.00,187157
1270000.00,187198
1274500.00,187200
950000.00,187219
2299000.00,187223
1290000.00,187225
1984999.50,187234
1899900.00,187250
2290000.00,187285
2299000.00,187298
2099000.00,187333
2199999.00,187336
1290000.00,187338
1290000.00,187340
189000.00,187378
1284500.00,187400
1490000.00,187401
380000.00,187417
540000.00,187455
2169250.00,187500
149000.00,187560
1990000.00,187561
1399000.00,187566
548000.00,187590
1899000.00,187600
1689000.00,187611
149000.00,187621
120000.00,187639
1490000.00,187641
1995000.00,187654
398000.00,187696
2000000.00,187700
550000.00,187710
720000.00,187749
360000.00,187750
2990000.00,187756
2799000.00,187784
1037500.00,187800
1699000.00,187857
2899000.00,187875
2147000.00,187882
2800000.00,187900
1600000.00,187926
1990000.00,187937
549000.00,187956
1290000.00,187957
590000.00,187975
1975000.00,187985
2499000.00,187991
1716602.87,188000
8490000.00,188012
1250000.00,188047
2597000.00,188098
1417499.75,188100
5190000.00,188102
590000.00,188147
2099000.00,188184
2090000.00,188187
2648330.00,188200
2490000.00,188236
595000.00,188276
1296666.67,188300
4994500.00,188301
1470000.00,188303
1623500.00,188323
2990000.00,188324
1500000.00,188333
1690000.00,188341
2190000.00,188351
100000.00,188362
1999999.00,188378
155000.00,188385
1999000.00,188400
1550000.00,188406
2599000.00,188418
2100000.00,188427
3999999.00,188440
1590000.00,188455
2000000.00,188479
2345499.90,188500
1490000.00,188564
966333.00,188600
1599000.00,188617
2188000.00,188641
1350000.00,188657
3772500.00,188675
1490000.00,188688
2100000.00,188700
100000.00,188716
1480000.00,188721
60000.00,188738
5300000.00,188748
1298000.00,188750
1490000.00,188763
2180000.00,188800
2990000.00,188824
1899000.00,188828
2095000.00,188829
2949000.00,188831
150000.00,188854
155555.00,188888
2490000.00,188897
9900000.00,188900
1598000.00,188917
2098000.00,188933
1438000.00,188938
1599000.00,188947
150000.00,188976
69999.00,188999
2204740.22,189000
549000.00,189029
681500.00,189030
2490000.00,189050
2790000.00,189090
2850000.00,189091
1290000.00,189114
2190000.00,189120
1999000.00,189122
110000.00,189123
1965000.00,189135
949000.00,189176
1449000.00,189200
990000.00,189300
585000.00,189320
2989000.00,189332
1950000.00,189376
1269000.00,189400
1599000.00,189407
149000.00,189410
1890000.00,189436
2199000.00,189451
1250000.00,189455
2499000.00,189467
2499000.00,189476
4376666.67,189500
2099000.00,189510
2499000.00,189528
2490000.00,189540
949000.00,189545
1899000.00,189565
1499000.00,189576
1990000.00,189578
4959999.50,189600
2899000.00,189632
1450000.00,189637
7990000.00,189640
4999000.00,189650
10490000.00,189676
1899999.00,189710
2099000.00,189751
4799000.00,189760
1689000.00,189772
10000000.00,189781
7190000.00,189790
1990000.00,189798
1867249.75,189800
1899000.00,189828
4150000.00,189832
328000.00,189898
5532999.67,189900
2090000.00,189905
949000.00,189912
50000.00,189950
1590000.00,189952
1520000.00,189980
180000.00,189999
1766271.93,190000
4900000.00,190010
950000.00,190073
748000.00,190074
2224500.00,190100
1999000.00,190160
1450000.00,190191
1290000.00,190200
2899500.00,190240
125000.00,190285
1990000.00,190300
949000.00,190303
1549000.00,190320
2099000.00,190326
8598000.00,190350
1580000.00,190399
1599000.00,190443
199000.00,190455
1295000.00,190459
1790000.00,190461
992999.83,190500
1250000.00,190568
1599000.00,190597
390000.00,190598
3321800.00,190600
2799000.00,190653
7990000.00,190659
900000.00,190680
1450000.00,190683
2499999.00,190713
199000.00,190743
2100000.00,190749
100000.00,190755
1999000.00,190766
2599000.00,190800
2449000.00,190810
1279000.00,190842
199000.00,190853
1899000.00,190869
2499900.00,190878
1990000.00,190880
2290000.00,190945
1399000.00,190960
149300.00,190963
1872423.36,191000
2750000.00,191044
5600000.00,191045
1232500.00,191100
980000.00,191118
2290000.00,191127
1199000.00,191130
2490000.00,191150
1690000.00,191162
1392500.00,191196
5094999.50,191200
1285000.00,191234
1540000.00,191238
4795000.00,191250
1549000.00,191271
1850000.00,191300
1999000.00,191315
2199999.00,191345
4996000.00,191350
1529000.00,191386
1250000.00,191391
1744500.00,191400
399000.00,191409
2099000.00,191420
2499000.00,191432
1555551.00,191443
2099000.00,191450
1460000.00,191452
1450000.00,191478
2499000.00,191493
2499999.00,191494
1531166.67,191500
1390000.00,191512
1290000.00,191515
2599000.00,191525
2199000.00,191540
1549000.00,191558
550000.00,191579
399000.00,191580
2709666.67,191600
1899000.00,191637
970000.00,191670
1599000.00,191679
199999.00,191680
2899000.00,191698
1450000.00,191700
470000.00,191714
119000.00,191768
1586000.00,191800
719000.00,191835
2290000.00,191867
5250000.00,191880
1987654.00,191919
2050000.00,191920
2890000.00,191924
1690000.00,191965
2054601.03,192000
1290000.00,192001
2290000.00,192027
1290000.00,192032
99000.00,192040
1599000.00,192044
5390000.00,192045
5000099.00,192064
5799999.00,192070
799000.00,192078
1789000.00,192084
7880000.00,192100
130000.00,192120
4000000.00,192128
3650000.00,192136
1950000.00,192155
1280000.00,192200
1690000.00,192210
1390000.00,192227
1580000.00,192245
165000.00,192264
2590000.00,192284
990000.00,192295
1599000.00,192297
1863000.00,192300
1890000.00,192301
2750000.00,192308
2599999.00,192312
799000.00,192320
139000.00,192321
1280000.00,192328
291049.50,192345
3999999.00,192354
6900000.00,192363
120000.00,192368
495000.00,192381
2199000.00,192454
911000.00,192464
1250000.00,192472
2490000.00,192479
2250000.00,192500
542490.00,192531
4990000.00,192553
1075000.00,192587
350000.00,192600
100000.00,192626
1900000.00,192640
2199000.00,192647
65000.00,192680
149000.00,192691
2599000.00,192750
799000.00,192755
2795000.00,192786
2139500.00,192800
1500000.00,192818
1890000.00,192850
1999500.00,192860
2190000.00,192872
1998000.00,192891
2490000.00,192916
5199999.00,192963
2097000.00,192966
1598000.00,192978
1499999.00,192999
2211710.20,193000
2099000.00,193050
1590000.00,193105
1300000.00,193123
140000.00,193127
2290000.00,193129
360000.00,193145
2499000.00,193169
1498000.00,193194
1779000.00,193200
1174500.00,193210
1290000.00,193220
590000.00,193248
99000.00,193296
1700000.00,193300
1399999.00,193313
539000.00,193314
1949000.00,193315
2100000.00,193370
1267500.00,193400
2550000.00,193435
2089999.00,193439
1995000.00,193440
2079000.00,193450
671498.75,193500
88000.00,193512
3990000.00,193520
2499000.00,193523
2490000.00,193540
1550000.00,193584
170000.00,193600
2100000.00,193608
2050000.00,193625
2180000.00,193627
2390000.00,193640
2290000.00,193641
1497000.00,193660
199000.00,193716
1698000.00,193722
5390000.00,193743
7990000.00,193750
179000.00,193770
1290000.00,193777
1490000.00,193780
70000.00,193787
1599999.00,193791
1690000.00,193800
1267000.00,193830
1620000.00,193831
1298000.00,193836
2890000.00,193853
2580000.00,193855
1950000.00,193875
1270000.00,193924
2500293.98,194000
199999.00,194029
1470000.00,194070
1304500.00,194100
580000.00,194123
960000.00,194133
2599000.00,194135
2090000.00,194147
375000.00,194188
1969000.00,194191
165000.00,194209
2875000.00,194230
2189000.00,194270
2747499.50,194300
2590000.00,194320
1950000.00,194347
2000000.00,194442
2984500.00,194450
1289000.00,194498
1471999.75,194500
2790000.00,194525
1490000.00,194560
1499999.00,194562
1999999.00,194565
2624500.00,194580
2000000.00,194584
1836333.00,194600
1698000.00,194616
2966663.33,194700
1899000.00,194710
397000.00,194720
2199000.00,194733
8690000.00,194750
89000.00,194766
4890000.00,194782
1090000.00,194800
135000.00,194849
2890000.00,194853
1480000.00,194863
979000.00,194870
2090000.00,194881
598000.00,194883
199000.00,194933
2799000.00,194936
8999000.00,194945
4290000.00,194962
2051189.41,195000
1990000.00,195041
369900.00,195066
2990000.00,195100
1999000.00,195111
2298000.00,195114
1497000.00,195185
1950000.00,195200
1579000.00,195279
150000.00,195321
85000.00,195336
699000.00,195342
2847000.00,195347
129000.00,195349
60000.00,195355
106000.00,195382
1599000.00,195392
2199999.00,195400
570000.00,195403
859000.00,195432
1150000.00,195445
1990000.00,195458
1186666.33,195500
1250000.00,195560
125000.00,195570
5375000.00,195600
799000.00,195630
1599000.00,195663
100000.00,195664
2200000.00,195670
2499000.00,195688
99999.00,195690
1598000.00,195700
549000.00,195757
980000.00,195764
1500000.00,195767
100000.00,195774
1599000.00,195789
2999999.00,195800
549000.00,195807
599000.00,195813
1899000.00,195822
120000.00,195898
1990000.00,195900
3596000.00,195923
975000.00,195960
165000.00,195974
140000.00,195989
1820999.97,196000
2990000.00,196022
1550000.00,196040
110000.00,196144
1298000.00,196154
1240000.00,196191
120000.00,196202
1995000.00,196231
1699000.00,196260
1290000.00,196297
5349000.00,196300
170000.00,196303
1899000.00,196315
2148000.00,196331
4340000.00,196333
1850000.00,196347
980000.00,196400
1590000.00,196420
599000.00,196463
2100000.00,196480
3214666.67,196500
2689000.00,196508
150000.00,196528
5424999.00,196542
254000.00,196543
145000.00,196544
70000.00,196559
1100000.00,196560
2800000.00,196571
1690000.00,196600
1999000.00,196640
65000.00,196662
1599000.00,196684
2799000.00,196709
980000.00,196753
1399000.00,196780
1449000.00,196783
1484500.00,196800
1490000.00,196830
950000.00,196840
180000.00,196870
2149000.00,196889
595000.00,196900
2249000.00,196907
1990000.00,196932
595000.00,196933
1986990.97,197000
599000.00,197020
2990000.00,197043
130000.00,197074
1398000.00,197082
1500000.00,197099
1799000.00,197100
1590000.00,197115
1547000.00,197123
1590000.00,197130
2499000.00,197185
1200000.00,197186
1590000.00,197199
1969000.00,197200
1990000.00,197243
2190000.00,197299
2290000.00,197354
1559999.00,197357
2490000.00,197360
137000.00,197367
7950000.00,197400
5199000.00,197422
1744500.00,197450
2211483.33,197500
2043500.00,197553
1999000.00,197556
590000.00,197560
390000.00,197571
2299000.00,197584
1980000.00,197588
100000.00,197590
355000.00,197600
1990000.00,197630
920000.00,197640
5090000.00,197665
190000.00,197675
2590000.00,197700
1400000.00,197736
120000.00,197747
99900.00,197758
180000.00,197776
2299000.00,197789
2790000.00,197800
1690000.00,197860
4990000.00,197861
2295000.00,197865
5149000.00,197890
1445000.00,197915
3120000.00,197980
990000.00,197984
2990000.00,197993
1787405.62,198000
590000.00,198038
799999.00,198039
5290000.00,198050
500000.00,198054
970000.00,198111
1489898.00,198118
1599000.00,198120
2190000.00,198137
1599999.00,198144
8999000.00,198148
1075000.00,198161
3999999.00,198164
2899111.00,198194
1336285.71,198200
2199000.00,198211
3499000.00,198212
5290000.00,198213
159000.00,198246
1322500.00,198250
1690000.00,198280
1049500.00,198300
549000.00,198302
1990000.00,198310
6090000.00,198320
1498000.00,198344
750000.00,198370
2148000.00,198385
724500.00,198400
2990000.00,198419
1449000.00,198421
1999000.00,198446
1599999.00,198456
2290000.00,198465
1990000.00,198478
2332062.50,198500
2890000.00,198545
2000000.00,198550
110000.00,198555
549000.00,198557
3000000.00,198562
2574999.50,198569
1714000.00,198581
2317250.00,198600
2250000.00,198632
1599000.00,198642
2199998.00,198650
1289000.00,198671
3450000.00,198680
1589000.00,198700
577000.00,198703
5385000.00,198719
2040000.00,198750
160000.00,198762
2000000.00,198765
399000.00,198772
2990000.00,198780
1692999.67,198800
1599000.00,198850
195000.00,198865
2249999.00,198870
950000.00,198875
1449999.00,198900
1990000.00,198908
2000000.00,198930
799000.00,198934
950000.00,198946
1445000.00,198970
1599000.00,198977
1540000.00,198987
1889854.04,199000
720000.00,199005
2590000.00,199016
399000.00,199017
1585000.00,199036
2799000.00,199050
4190000.00,199056
2799000.00,199078
2089000.00,199097
1590000.00,199139
1500000.00,199145
1265000.00,199186
2644749.75,199200
2599999.00,199210
180000.00,199263
599000.00,199265
1990000.00,199290
1599000.00,199293
3228333.33,199300
199000.00,199337
1599000.00,199339
80000.00,199349
2599000.00,199366
2699000.00,199383
1599999.00,199384
720000.00,199400
2790000.00,199421
1450000.00,199438
3999999.00,199452
185000.00,199495
1607564.78,199500
1999000.00,199520
1690000.00,199540
799000.00,199550
1300000.00,199579
1999000.00,199587
99999.00,199590
1371500.00,199600
5249000.00,199609
2790000.00,199611
1999000.00,199624
1925000.00,199670
799999.00,199696
1990000.00,199697
837000.00,199700
4990000.00,199745
1270000.00,199752
2530000.00,199780
1799999.00,199789
549000.00,199795
5200000.00,199796
1858000.00,199800
2100000.00,199820
2990000.00,199845
2670000.00,199850
140000.00,199872
1695000.00,199890
1996000.00,199900
3299999.00,199940
1599000.00,199943
6989000.00,199950
4000000.00,199960
2790000.00,199975
1449000.00,199985
190000.00,199987
2599000.00,199989
1479300.00,199990
165499.50,199998
1411498.70,199999
1150290.06,200000
950000.00,200019
595000.00,200020
549000.00,200065
220000.00,200085
1005000.00,200100
2499000.00,200114
375000.00,200147
1134500.00,200150
1690000.00,200168
3599000.00,200188
5099000.00,200193
2550000.00,200197
2490000.00,200200
2789000.00,200209
5200000.00,200248
1999000.00,200296
365000.00,200300
540000.00,200320
1758000.00,200331
2199000.00,200373
1449000.00,200395
1490000.00,200400
749000.00,200407
1280000.00,200424
220000.00,200456
2149000.00,200472
1764500.00,200500
70000.00,200555
1789499.50,200565
399000.00,200569
1490000.00,200600
399999.00,200623
2490000.00,200641
1094500.00,200700
530000.00,200723
150000.00,200780
1772000.00,200800
1599000.00,200834
1579000.00,200865
1450000.00,200867
100000.00,200879
589999.00,200897
1485000.00,200960
1590000.00,200995
1910166.53,201000
2490000.00,201050
79999.00,201056
1632500.00,201100
1450000.00,201105
1550000.00,201116
549000.00,201120
580000.00,201182
1899000.00,201225
1999000.00,201230
800000.00,201233
4998000.00,201243
1599999.00,201254
1549000.00,201261
4790000.00,201300
260000.00,201331
1319500.00,201369
540000.00,201383
198000.00,201400
578000.00,201446
599000.00,201471
5250000.00,201500
1578888.00,201557
550000.00,201591
2526333.33,201600
7990000.00,201648
